300,100,8,2,0.2,0.001,1,272415613272816,0,798,57,01110101001001100011000110100000100011000100,0.74641449386223679418606025137705728,-18.642978344673721835533797275274992,-8.47718917779664593581401277333498,0.74641449386223679418606025137705728
300,100,8,2,0.2,0.001,1,272415683629334,1,9998,149,10010000000010011011010111011111100000000101,0.84297900803208203335259440791560337,-6.3473955028999995420235791243612766,12.529638416680910495415446348488331,0.84297900803208203335259440791560337
300,100,8,2,0.2,0.001,1,272415868689471,2,3797,87,01101001001000101101110111010000000010001101,0.72161263104448736260820851384778507,-9.3682549877774619062620331533253193,-17.862348046862607020557334180921316,0.72161263104448736260820851384778507
300,100,8,2,0.2,0.001,1,272415971430896,3,11998,169,01111001000000100000011000011001111111010111,0.81458393549747332151866885396884754,5.0761950197684768681938294321298599,-5.4625762611809420832287287339568138,0.81458393549747332151866885396884754
300,100,8,2,0.2,0.001,1,272416170211930,4,23798,287,10010111001000101010101001111001010110000000,0.63977785097644601641775352618424222,23.699980664248627704182581510394812,18.074540632853654642531182616949081,0.63977785097644601641775352618424222
300,100,8,2,0.2,0.001,1,272416501655993,5,16998,219,01101100101111111011001001011101000001010001,0.7062122673585997656431345603778027,18.167953054416912550550478044897318,-15.039995918272950348182348534464836,0.7062122673585997656431345603778027
300,100,8,2,0.2,0.001,1,272416762228012,6,12797,177,01110110010110110111001000000110101110000001,0.90854373143749378449740561336511746,1.3123276978320319585691322572529316,-7.5334328492719748737727059051394463,0.90854373143749378449740561336511746
300,100,8,2,0.2,0.001,1,272416968523907,7,8997,139,01111010000000110001000111001101100101001011,0.89246495479916676529796859540510923,-9.8474764460269028631955734454095364,-4.6781312651947217773340526036918163,0.89246495479916676529796859540510923
300,100,8,2,0.2,0.001,1,272417131551466,8,3297,82,10001101100101011100100111101110001100001000,0.8717306617632316623200949834426865,-3.478599424028260500563192181289196,10.613372472136603619219386018812656,0.8717306617632316623200949834426865
300,100,8,2,0.2,0.001,1,272417230282227,9,7697,126,01101010111100111010110111000010000110110110,0.74911944742967329080585159317706712,-12.088468572728288563666865229606628,-16.443852530444274862020392902195454,0.74911944742967329080585159317706712
