300,10,283473152881164,0,1731,223,01111101111111011100110111111111111100110001,0.99754414182848771819323019371950068,-0.0098466896645277302013710141181945801,-1.5691999361991690875584026798605919,0.99754414182848771819323019371950068
300,10,283473289233564,1,905,140,10000111101000011101111001000001100011111111,0.84739992927498208885594976891297847,12.805154992378945166819903533905745,5.9627308756663524036412127315998077,0.84739992927498208885594976891297847
300,10,283473392153042,2,1163,166,10000001111111111101111000000000110000111110,0.99754414182583817094496225763577968,0.14946464287392302594525972381234169,1.5620950608480086430063238367438316,0.99754414182583817094496225763577968
300,10,283473483534003,3,761,126,01111110110011001001101000000110011100001101,0.99754414165993776641983004083158448,1.257968248836576208304904866963625,-0.93810580685277500379015691578388214,0.99754414165993776641983004083158448
300,10,283473571296498,4,607,110,10000000000010000000000111110111111101110110,0.9975441415662229527328008771291934,-1.5690568850176020987419178709387779,0.024437910184360589482821524143218994,0.9975441415662229527328008771291934
300,10,283473641441583,5,1099,159,01111011001001111111110111110001100111111111,0.97851497288606581470560286106774583,-2.8076416987518513224131311289966106,-3.7842044315825518197016208432614803,0.97851497288606581470560286106774583
300,10,283473695600234,6,964,146,10001011100011111111110111100000000000000000,0.89803059122134754055366556713124737,-6.2499776482528801579974242486059666,9.0331814368203708909277338534593582,0.89803059122134754055366556713124737
300,10,283473740709490,7,630,113,10000001011001111110000111111010010000101110,0.99754414179829142828026533607044257,-1.1208298494410087187134195119142532,1.0982754464806134819809813052415848,0.99754414179829142828026533607044257
300,10,283473775971773,8,893,139,10000000010011111110010111111000000100000010,0.99754414182286432755120131332660094,-1.5501741290507595749659230932593346,0.2438307389809466485530720092356205,0.99754414182286432755120131332660094
300,10,283527148918855,0,1542,204,01111110001001011011110111111101011000001010,0.99639615513549983916163910180330276,-0.51219475560063187913328874856233597,-1.4473203295040946159133454784750938,0.99639615513549983916163910180330276
300,10,283527212150805,1,610,111,01111111000111000101110111111001000000010101,0.99621077871046104235119855729863048,-1.3661626258284087498395820148289204,-0.69468037955293482355045853182673454,0.99621077871046104235119855729863048
300,10,283527246298773,2,1211,171,10000000110111000001111000000111010100000000,0.99746165501630401628574418282369152,1.4282468386284961070487042888998985,0.67174450677502761664072750136256218,0.99746165501630401628574418282369152
300,10,283527297900343,3,991,149,10000001011101100100111000000101011101111011,0.99751393500108820333593939722049981,1.0679009122612228566140402108430862,1.1422875266760712520408560521900654,0.99751393500108820333593939722049981
300,10,283527343130440,4,587,108,01111110011001100000001000000101001010100010,0.99611071512830218210865496075712144,1.0087254068196784828614909201860428,-1.2511971595757387376579572446644306,0.99611071512830218210865496075712144
300,10,283527376048495,5,1072,157,01111110010001000011101000000100000110101101,0.99752327606022406225605436702608131,0.80173034709223145455325720831751823,-1.3542893777583486780713428743183613,0.99752327606022406225605436702608131
300,10,283527424229325,6,748,124,10000000010010110011010111110111110101110110,0.99589648747420356222903592424700037,-1.5934709533383681900886585935950279,0.22952562082424776690459111705422401,0.99589648747420356222903592424700037
300,10,283527461815759,7,687,118,01111011011100111100001000001111100001110010,0.97726115203466690228850666244397871,3.0328042585383059304149355739355087,-3.5529860384430946851352928206324577,0.97726115203466690228850666244397871
300,10,283527497647088,8,895,139,01111101111100101100010111111101110011010111,0.9894834899296002239665881461405661,-0.42917738656458936929993797093629837,-1.6028646475946004557044943794608116,0.9894834899296002239665881461405661
300,10,283527539896929,9,232,73,10000010101110110100111000010100111111010100,0.97144497233960735993463231352507137,4.0994892357562093820888549089431763,2.1341090522072505564210587181150913,0.97144497233960735993463231352507137
300,10,283527562255169,10,66,56,01111001100100010011010111001101011111101111,0.89233360489498336765024077976704575,-9.8640703830886735659078112803399563,-5.0256025852209518234303686767816544,0.89233360489498336765024077976704575
300,10,283527579814835,11,991,149,01111110000010111110110111111101001001101110,0.99452612762439629445765376658528112,-0.55625451952326443461060989648103714,-1.5260938468203164575243135914206505,0.99452612762439629445765376658528112
300,10,283527624977864,12,577,107,01111111110111110101101000000111111110100110,0.99748328825961096733010435855248943,1.5582326789456999449612339958548546,-0.099635147961407710681669414043426514,0.99748328825961096733010435855248943
300,10,283527657466488,13,488,98,10000000101010101010111000000111010111000110,0.99594340718210405682953023642767221,1.4376882166119173689367016777396202,0.52087319394902920066670048981904984,0.99594340718210405682953023642767221
300,10,283527687454559,14,227,72,01111110100011001011101000000101101101011110,0.99711886060422716404616494401125237,1.1153462208142741474148351699113846,-1.1330368836014059752415050752460957,0.99711886060422716404616494401125237
300,10,283527709501407,15,791,129,10000100000100001100101000010001101010100110,0.97821849418629036598815673642093316,3.450322973805185711171361617743969,3.1762369099228209279317525215446949,0.97821849418629036598815673642093316
300,10,283527748634908,16,437,93,01111111100011110001000111111000010010011100,0.99696582700153646428020692837890238,-1.5062097325825050120329251512885094,-0.34463413825848476790270069614052773,0.99696582700153646428020692837890238
300,10,283527777065770,17,555,105,10000011001110111100100111101011110001001110,0.97822436055155659317961180931888521,-3.9513358953799979644827544689178467,2.5262123408823811132606351748108864,0.97822436055155659317961180931888521
300,10,283527809499146,18,359,85,10000001111100111111001000000010000111101001,0.99740909727125148798165810148930177,0.41396627759129955848038662225008011,1.5257123770028044873470207676291466,0.99740909727125148798165810148930177
300,10,283527840363067,19,668,116,01111110011110101100000111111011101001101100,0.98575946740453246341928661422571167,-0.84931870682684973417053697630763054,-1.1878731698687516882273484952747822,0.98575946740453246341928661422571167
300,10,283527878463350,20,772,127,01111111111111011110110111111000000101011010,0.99700619953340507972683326443075202,-1.5459779610581279030157020315527916,-0.0063180938525420060614123940467834473,0.99700619953340507972683326443075202
300,10,283527923463623,21,588,108,10000001101011100100100111111011010101101011,0.99672793042133411844929469225462526,-0.91040156135596816966426558792591095,1.3131383211942448951958795078098774,0.99672793042133411844929469225462526
300,10,283527956515234,22,579,107,10001000000010010001111000010111111110101001,0.94345417407695786327082032585167326,4.683376475185511367271828930824995,6.2778249449312539809398003853857517,0.94345417407695786327082032585167326
300,10,283527990400211,23,225,72,10000000000001010010101000000111111101101101,0.99735891875961391050964266469236463,1.5555147064959271574480226263403893,0.015759471835963267949409782886505127,0.99735891875961391050964266469236463
300,10,283528012591066,24,1775,227,01111111101000000111101000000111111110100000,0.99729695257026840238268050597980618,1.5579465765825659673282643780112267,-0.29151446616994292071467498317360878,0.99729695257026840238268050597980618
300,10,283528083401953,25,792,129,01111110110011101001111000000110011101100011,0.9975440131004883470566824144043494,1.2620690493748298877108027227222919,-0.93195460604539448468131013214588165,0.9975440131004883470566824144043494
300,10,283528123105302,26,812,131,01111111000100111101001000000111010011010011,0.99672613061136516865445855728466995,1.4261010709049912748014321550726891,-0.72076337832531578442285535857081413,0.99672613061136516865445855728466995
300,10,283528169665264,27,293,79,10000000011110010001001000010111111110111110,0.97845693953480550320023212407249957,4.6843778334564802889872225932776928,0.36947736012395182569889584556221962,0.97845693953480550320023212407249957
300,10,283528199291794,28,895,139,01111010000000010011100111111101100100110111,0.97853207654200979881409239169443026,-0.4734278853959779098659055307507515,-4.6837579450030233374491217546164989,0.97853207654200979881409239169443026
300,10,283528262307038,29,1425,192,10000000101111101110000111111000100001001110,0.99753040406415904861603394238045439,-1.4611009266617145385680487379431725,0.58252825320440138057165313512086868,0.99753040406415904861603394238045439
300,10,283528331242055,30,853,135,01111111000110000010101000000111011011011110,0.9955193475497468025281477821408771,1.4510396602248363251419505104422569,-0.70750730216677482076192973181605339,0.9955193475497468025281477821408771
300,10,283528387915386,31,1490,199,01111111011001001101001000011000000000111011,0.97849284026393412716515740612521768,4.6903382993551048230074229650199413,-0.47357093657754489868239033967256546,0.97849284026393412716515740612521768
300,10,283528484500391,32,1707,220,10000000000011000010010111110111111111000010,0.99753290243959458205580403955536895,-1.5654329217512383820576360449194908,0.037074097889444601605646312236785889,0.99753290243959458205580403955536895
300,10,283528550920778,33,791,129,01111101110100101000000111111111100111100001,0.97984424262740565936269376834388822,-0.074696558641562660341151058673858643,-1.7013315442398919685729197226464748,0.97984424262740565936269376834388822
300,10,283528597042553,34,973,147,10000101110011010010011000000101110101101100,0.97741198226871794929593306733295321,1.1404278613157003974265535362064838,4.5323144274507569662091555073857307,0.97741198226871794929593306733295321
300,10,283528642461053,35,710,121,10000001100100001000000111111011001101010001,0.9966646348101422248078051779884845,-0.93605540658364816408720798790454865,1.2222531371720180004558642394840717,0.9966646348101422248078051779884845
300,10,283528692838692,36,224,72,10000000101000010110101000000111101101011000,0.99732050780816405843864913549623452,1.5056852115834260530391475185751915,0.49259674372595441127486992627382278,0.99732050780816405843864913549623452
300,10,283528716366259,37,460,96,10000001000000101111000111111001011100101101,0.99330015919299463611480405234033242,-1.2795689772531915195941110141575336,0.79023856883968335296231089159846306,0.99330015919299463611480405234033242
300,10,283528750125748,38,210,71,10000010111100111001100111011001010111101110,0.94201793034649250468959280624403618,-7.5447815763429559865471674129366875,2.3059135212692041250193142332136631,0.94201793034649250468959280624403618
300,10,283528773023889,39,641,114,01111110010100101100110111111011110110010100,0.99671864738002446948428314499324188,-0.81079025525814074626396177336573601,-1.3098004602910151561445672996342182,0.99671864738002446948428314499324188
300,10,283528810862032,40,1450,195,10000000101110101000100111111000011111010110,0.99752668946688116680121538593084551,-1.466822973924394091227441094815731,0.56927217704586041691072750836610794,0.99752668946688116680121538593084551
300,10,283528873777596,41,1689,218,10000000100110000000001000000111110001101011,0.99719096584247335357531483168713748,1.5187982365604000278835883364081383,0.46389113995817865543358493596315384,0.99719096584247335357531483168713748
300,10,283528967692908,42,338,83,10000001000100100010000111100111110101110011,0.9717278996275378055713645153446123,-4.7186147495781796123992535285651684,0.83658715166738772950338898226618767,0.9717278996275378055713645153446123
300,10,283528995604618,43,1302,180,10000001101000100110010111111011000101111110,0.99680507034637844121505168004659936,-0.95832370718090942318667657673358917,1.2768510048034187320808996446430683,0.99680507034637844121505168004659936
300,10,283529054194994,44,1443,194,01111110011111010101101000000101000101101000,0.99684174428266381084995373385027051,0.99375271648233365340274758636951447,-1.1799576711553783070485224016010761,0.99684174428266381084995373385027051
300,10,283529156167033,45,621,112,01111011010100011110101000001111011011010100,0.97766885796514091389042278024135157,3.0130631954820614737400319427251816,-3.6562689915344748214920400641858578,0.97766885796514091389042278024135157
300,10,283529228579089,46,113,61,10000011000100111101011000010101100110000001,0.95802102920257103946255483606364578,4.2176018280033673590878606773912907,2.4042850504601176453434163704514503,0.95802102920257103946255483606364578
300,10,283529256542230,47,488,98,01111010001110001110111000000111101111101111,0.97586814098278384932427798048593104,1.5128854543889644901355495676398277,-4.5137654575742374163382919505238533,0.97586814098278384932427798048593104
300,10,283529309684564,48,1114,161,01111110100010100101100111111001111011111011,0.99198449328639670685703322305926122,-1.1842968903295769678152282722294331,-1.1402848101341334086100687272846699,0.99198449328639670685703322305926122
300,10,283529391568915,49,1007,150,01111111000000101111011000000111001100000100,0.99645065293937395978218773961998522,1.4040235052164860007906099781394005,-0.77221411996224276208522496744990349,0.99645065293937395978218773961998522
300,10,283529447773917,0,1457,195,10000000111101011000010111111000111001001100,0.99747949874869379360831089798011817,-1.3879540891537942570721497759222984,0.74927824718433555517549393698573112,0.99747949874869379360831089798011817
300,10,283529528747598,1,728,122,10000001001110101101011000000110010110110011,0.99754377533714644332718535224557854,1.241469679229183498136990237981081,0.96080326099473722933907993137836456,0.99754377533714644332718535224557854
300,10,283529567921683,2,1485,198,01111111110101010000010111110111111100010010,0.99744354862876971612450915927183814,-1.5738252577365017259580781683325768,-0.13115409163334845743520418182015419,0.99744354862876971612450915927183814
300,10,283529632825402,3,1489,198,10000001111111100111110111111111100001111011,0.99746992731438754997697060389327817,-0.091767332975223325775004923343658447,1.5578988928553769710561027750372887,0.99746992731438754997697060389327817
300,10,283529703274038,4,1393,189,10000010000000010110100111111111101001011000,0.99754334279172285349090998352039605,-0.069022195106072103953920304775238037,1.5668157498397192739503225311636925,0.99754334279172285349090998352039605
300,10,283529766432057,5,2622,300,10000000000111100110101000001000000000100010,0.99753871530501780906519115887931548,1.5641454611171354827092727646231651,0.092816374973381243762560188770294189,0.99753871530501780906519115887931548
